Trabajo;Desc. Actuación;Desc. Estado HIPPO Trabajo;Contador de plazo legal;Número de Reclamaciones
918222030078.9;P.S.: ANTONIO LOPEZ, 193 MADRID;PEND.INST.PART;0;1
918223050409.1;P.S.: GARGANTA DE LOS MONTES, 1 MADRID;PEND.INST.PART;0;3
918221010429.1;P.S.: SAN DIEGO, 89 MADRID;PEND.INST.PART;0;1
918223090024.1;P.S.: TOLERANCIA, 4 MADRID;REPROGRAMADO;34;9
918223010198.1;P.S.: DEMOCRACIA, 62 MADRID;PEND.INST.PART;0;3
918223070353.1;P.S.: GRAN VIA, 40 MADRID;PROGRAMADO;14;
918223090047.1;P.S.: VILLABLANCA, 34 MADRID;PEND.INST.PART;0;1
918223100278.1;P.S.: TOMAS BRETON, 57 MADRID;PROGRAMADO;9;3
918223110010.1;P.S.: VILLABLANCA, 34 MADRID;PEND.INST.PART;0;
918223110123.1;P.S.: LA GAVIA, 55 MADRID;EJECUTADO;46;
918223040194.1;P.S.: PUERTO DE PORZUNA, 0 MADRID;PROGRAMADO;25;5
918223100217.1;P.S.: ABTAO, 48 MADRID;PEND.INST.PART;0;
918222020433.1;P.S.: ISLA DE LUZON, 45 MADRID;STOP;0;1
918222020084.1;P.S.: HORNO LABRADORES, 7 MADRID;STOP;0;18
918223110248.1;P.S.: RONDA DE SEGOVIA, 15 MADRID;EJECUTADO;7;
918222070440.1;P.S.: PEÑA GUDINA, 11 MADRID;EJECUTADO;22;1
918222060137.1;P.S.: JOSE GUTIERREZ MAROTO, 18 MADRID;STOP;0;5
918222060174.1;P.S.: UZP0103 ENSANCHE VALLECAS, 8 MADRID;STOP;0;21
918223010424.1;P.S.: ARTE POP, 15 MADRID;STOP;0;18
918222050101.1;P.S.: CARTAGENA DE INDIAS, 45 MADRID;STOP;0;15
918222030453.1;P.S.: SIERRA DE PALOMERAS, 40 MADRID;STOP;0;5
918221030102.1;P.S.: LOS ROSALES, MADRID;STOP;0;1
918223110107.1;P.S.: VILLAVERDE A VALLECAS, 0 MADRID;EJECUTADO;15;1
918223050171.1;P.S.: LUIS I, 52 MADRID;NO PROGRAMABLE;0;6
918223040004.1;P.S.: LAS SUERTES, 32 MADRID;STOP;0;7
918223100364.1;P.S.: NAVAMURES, 21 MADRID;EJECUTADO;59;1
918223110165.1;P.F.: MORATALAZ, 91 MADRID;REPROGRAMAR;71;
918223110200.1;P.F.: BENJAMIN PALENCIA, 9 MADRID;PROGRAMADO;71;
918222110252.1;P.S.: ARROYO DE LA BULERA, 43 MADRID;PEND.INST.PART;0;1
918223090234.1;P.S.: MONTE PERDIDO, 21 MADRID;PROGRAMADO;2;1
918223100083.1;P.S.: CASAS DE MIRAVETE, 30 MADRID;REPROGRAMAR;63;4
918222040292.1;P.S.: JUAN CARREÑO DE MIRANDA, 2 MADRID;PROGRAMADO;24;16
918223100383.1;RET.: HACIENDA DE PAVONES, 298 MADRID;REPROGRAMAR;0;
918221110283.1;P.S.: VILLABLANCA, 50 MADRID;STOP;0;2
918221110283.9;P.S.: VILLABLANCA, 50 MADRID;PEND.INST.PART;0;2
918223080179.1;P.S.: CASA DE TILLY, 33 MADRID;REPROGRAMADO;42;4
918223110001.1;P.S.: ILUSION, 41 MADRID;REPROGRAMADO;4;
918223050167.1;P.S.: PEÑA DE LA ATALAYA, 88 MADRID;REPROGRAMADO;27;3
918221050018.9;P.S.: RAFAEL DE RIEGO, 46 MADRID;EJECUTADO;0;3
918223110238.1;P.F.: SAN MARIO, 81 MADRID;REPROGRAMAR;24;
918223060125.1;RET.: EFIGENIA, 13 MADRID;REPROGRAMAR;0;2
918223090325.1;P.S.: JULIAN DEL CERRO, 6 MADRID;PEND.INST.PART;0;
918223110332.1;P.S.: PEDRAFITA DO CEBREIRO, 1 MADRID;PEND.INST.PART;0;
918223100065.1;P.S.: UZP0301 VALDECARROS, MADRID;PROGRAMADO;14;5
918223110156.1;P.S.: TOLERANCIA, 10 MADRID;PEND.INST.PART;0;
918223080177.1;P.S.: COMUNIDADES, 28 MADRID;PEND.INST.PART;0;4
918223110419.1;P.S.: DIALOGO, 79 MADRID;EJECUTABLE;19;
918223110135.1;P.S.: LARRA, 0009 MADRID;REPROGRAMAR;63;
918223110218.1;P.S.: ILUSTRACION, 13 MADRID;NO PROGRAMABLE;0;1
918223110278.1;P.S.: FERROCARRIL DEL TAJUÑA, 10 MADRID;STOP;0;1
918223120150.1;P.S.: PARAISO, 3 MADRID;EJECUTADO;9;
918223110376.1;P.S.: LUIS OCAÑA, 2 MADRID;PEND.INST.PART;0;4
918223110303.1;P.S.: SUERTES DE LA VILLA, 81 MADRID;STOP;0;
918223070320.1;RET.: SAN CIPRIANO, 31 MADRID;REPROGRAMADO;0;
918223110003.4;P.S.: HORMIGUERAS, 163 MADRID;EJECUTADO;39;
918223060076.1;RET.: BENIFERRI, 41 MADRID;REPROGRAMAR;0;3
918223120121.1;P.S.: ANTONIO LOPEZ, 244 MADRID;STOP;0;6
918223110094.1;P.S.: SANTA PETRONILA, 3 MADRID;REPROGRAMAR;1;
918223120096.1;P.S.: PALOMERAS, 1 MADRID;REPROGRAMAR;49;2
918223090168.1;P.S.: SANTA LUCIA, 17 MADRID;PEND.INST.PART;0;1
918222110407.1;P.S.: MEDITERRANEO, 46 MADRID;PROGRAMADO;9;3
918223100239.1;P.S.: SAN MIGUEL, 11 MADRID;PROGRAMADO;24;
918223110096.1;P.S.: TOMAS BRETON, 57 MADRID;PEND.INST.PART;0;2
918223050066.1;P.S.: GRAN VIA DEL SURESTE, 9 MADRID;NO PROGRAMABLE;0;9
918221100297.1;P.S.: GENERAL LACY, 5 MADRID;PROGRAMADO;8;7
918223120095.1;RET.: ENCOMIENDA DE PALACIOS, 328 MADRID;REPROGRAMAR;0;11
918223080128.1;P.S.: UZP0103 ENSANCHE VALLECAS, 263 MADRID;EJECUTADO;7;5
918223120139.1;P.S.: ARTE CONCEPTUAL, 33 MADRID;PEND.INST.PART;0;1
418519060115.1;P.S.: MENDEZ ALVARO, 61 MADRID;PEND.INST.PART;0;3
418519060117.1;P.S.: MENDEZ ALVARO, 61 MADRID;PEND.INST.PART;0;3
418519060117.9;P.S.: MENDEZ ALVARO, 61 MADRID;PEND.INST.PART;0;3
918221110238.1;P.S.: UZP0202 LOS CERROS, 354 MADRID;PEND.INST.PART;0;3
918223090191.1;P.S.: MIGUEL DELIBES, 80 MADRID;PROGRAMADO;43;3
918223120158.1;P.S.: VALDECULEBRAS, 35 MADRID;PEND.INST.PART;0;1
918224010102.1;P.S.: FRANCISCO LAGUNA, 14 MADRID;PROGRAMADO;42;
918223110146.1;P.S.: UZP0103 ENSANCHE VALLECAS, 3 MADRID;PROGRAMADO;41;3
918224010085.1;P.S.: IGNACIO SANTOS VIÑUELAS, 19 MADRID;PROGRAMADO;21;1
918222090012.1;P.S.: FLORIDA, 2 MADRID;STOP;0;3
918122010441.1;P.S.: DESAMPARADOS, 15 MADRID;PEND.INST.PART;0;6
918223100256.1;RET.: SAN EUDALDO, 3 MADRID;PROGRAMADO;0;1
918223110424.1;P.S.: DE LA GUIA, 36 MADRID;PEND.INST.PART;0;1
918223110425.1;P.S.: CRISTO DE LA GUIA, 36 MADRID;PEND.INST.PART;0;1
918223110426.1;P.S.: CRISTO DE LA GUIA, 41 MADRID;PEND.INST.PART;0;1
918223110427.1;P.S.: CRISTO DE LA GUIA, 41 MADRID;PEND.INST.PART;0;1
918223120258.1;RET.: SANZ RASO, 5 MADRID;PROGRAMADO;0;3
918122010441.9;P.S.: DESAMPARADOS, 15 MADRID;PEND.INST.PART;0;6
918221020087.2;P.S.: CONCEPCION JERONIMA, 33 MADRID;STOP;0;9
918223050314.1;P.S.: ATOCHA, 121 MADRID;PEND.INST.PART;0;2
918223050314.9;P.S.: ATOCHA, 121 MADRID;PEND.INST.PART;0;2
918223110409.1;P.S.: GUADALCANAL, 30 MADRID;PEND.INST.PART;0;1
918224010083.1;P.S.: HERCE, 41 MADRID;EJECUTABLE;3;7
418519060116.1;P.S.: MENDEZ ALVARO, 61 MADRID;PEND.INST.PART;0;6
918223060046.1;P.S.: UNO MERCAMADRID, 2 MADRID;PEND.INST.PART;0;1
918223120175.1;P.S.: DEHESA VIEJA, 32 MADRID;PEND.INST.PART;0;3
918224010015.1;P.S.: UZP0103 ENSANCHE VALLECAS, 38 MADRID;STOP;0;2
918224010212.1;P.S.: JARDIN DE LA DUQUESA, 0024 MADRID;PEND.INST.PART;0;
918123030480.1;P.S.: REINA CRISTINA, 24 MADRID;PROGRAMADO;4;4
918222090425.1;P.S.: ENSANCHE DE VALLECAS, 2 MADRID;STOP;0;2
918222090367.1;RET.: DELICIAS, 40 MADRID;REPROGRAMADO;0;3
918222110133.1;P.S.: YESERIAS, 6 MADRID;PEND.INST.PART;0;4
918223100081.1;P.S.: UZP0203 LOS AHIJONES, 6011 MADRID;PEND.INST.PART;0;
918223110361.1;P.S.: DEHESA VIEJA, 74 MADRID;STOP;0;4
918223110415.1;P.S.: PLANETARIO, 6 MADRID;REPROGRAMADO;4;3
918222100264.1;RET.: BENALMADENA, 2 MADRID;PROGRAMADO;0;1
918224010040.1;P.S.: PIROTECNIA, 61 MADRID;REPROGRAMADO;4;2
918223110261.1;P.S.: ANTONIO GADES, 84 MADRID;PEND.INST.PART;0;2
918224010164.1;P.S.: CERRO DE LA ALCAZABA, 10 MADRID;PROGRAMADO;15;
918224010263.4;P.S.: PARAISO, 7 MADRID;PROGRAMADO;37;20
918224010020.1;P.S.: CAVA ALTA, 36 MADRID;PEND.INST.PART;0;1
918223110206.1;P.S.: JUAN PORTAS, 6 MADRID;PROGRAMADO;24;3
918224010190.1;P.S.: EULOGIO PEDRERO, 14 MADRID;PROGRAMADO;9;2
918223050033.1;P.S.: PLANETARIO, 6 MADRID;PEND.INST.PART;0;4
918223050033.9;P.S.: PLANETARIO, 6 MADRID;PEND.INST.PART;0;4
918224020013.1;P.S.: PICO CEJO, 66 MADRID;STOP;0;
918223020632.1;P.S.: CUARENTA Y UNO MERCAMADRI, 3 MADRID;PEND.INST.PART;0;25
918223120179.4;P.S.: CALCIO, 4 MADRID;EJECUTADO;31;7
918223120100.1;P.S.: MOSCARETA, 6 MADRID;PROGRAMADO;19;2
918224010297.1;RET.: JESUITAS, 27 MADRID;NO PROGRAMABLE;0;1
918221050392.3;P.S.: UZP0103 ENSANCHE VALLECAS, 221 MADRID;PROGRAMADO;0;5
918223120193.1;P.S.: TERESA LOPEZ VALCARCEL, 18 MADRID;STOP;0;7
918223120293.1;RET.: PICO ARTILLEROS, 114 MADRID;PROGRAMADO;0;
918224010389.1;P.S.: IGNACIO SANTOS VIÑUELAS, 18 MADRID;STOP;0;2
918221100288.1;P.S.: MINERVA, 12 MADRID;PROGRAMADO;9;4
918222090237.1;P.S.: SAN CIPRIANO, 29 MADRID;PEND.INST.PART;0;2
918223010421.1;P.S.: GRAN VIA, 20 MADRID;PEND.INST.PART;0;9
918223070010.1;P.S.: DEHESA VIEJA, 74 MADRID;PEND.INST.PART;0;13
918223080312.1;P.S.: GRAN VIA, 3 MADRID;PEND.INST.PART;0;3
918224010427.1;P.S.: MARQUES DE LEGANES, 7 MADRID;PEND.INST.PART;0;
918222070437.9;P.S.: LA ADRADA, 2 MADRID;EJECUTADO;25;8
918223050319.1;P.S.: SAN CIPRIANO, 3 MADRID;PEND.INST.PART;0;5
918224010324.1;RET.: PERSEO, 18 MADRID;PROGRAMADO;0;1
918221100039.1;P.S.: PUERTO ALTO, 22 MADRID;EJECUTADO;44;6
918221100039.2;P.S.: PUERTO ALTO, 22 MADRID;EJECUTADO;44;6
918223110263.1;P.S.: CALAHORRA, 17 MADRID;PEND.INST.PART;0;2
918223110222.1;RET.: PINAZO, 7 MADRID;PROGRAMADO;0;7
918223090178.1;P.S.: SIERRA DE PALOMERAS, 32 MADRID;PEND.INST.PART;0;5
918224010377.1;P.S.: QUIJADA DE PANDIELLOS, 0 MADRID;PEND.INST.PART;0;
918224020194.1;P.S.: ARTE CONCEPTUAL, 31 MADRID;PROGRAMADO;13;2
918222120081.1;P.S.: DE LA ALBUFERA, 0 MADRID;PROGRAMADO;39;
918223020601.1;P.S.: CIUDAD DE BARCELONA, 162 MADRID;PEND.INST.PART;0;4
918223120184.1;P.S.: MENDEZ ALVARO, 47 MADRID;PEND.INST.PART;0;2
918223100223.1;P.S.: SIERRA DE LOS FILABRES, 51 MADRID;PEND.INST.PART;0;
918224020080.1;P.S.: ANTONIO LÓPEZ, 256 MADRID;PEND.INST.PART;0;
918224020210.1;P.S.: ESPERANZA GARCIA, 21 MADRID;PEND.INST.PART;0;
918221050151.1;P.S.: ENRIQUE URQUIJO, 81 MADRID;STOP;0;3
918221050151.9;P.S.: ENRIQUE URQUIJO, 81 MADRID;STOP;0;3
918224010097.9;P.S.: CACHERO, 0011 MADRID;PROGRAMADO;24;2
918223050022.9;P.S.: ALBUFERA, 465 MADRID;REPROGRAMAR;78;3
918223050022.3;P.S.: ALBUFERA, 465 MADRID;PROGRAMADO;78;3
918223090206.1;P.S.: LA SALMEDINA, 141 MADRID;EJECUTABLE;0;3
918224010417.1;P.S.: CANTERAS DE TILLY, 21 MADRID;PEND.INST.PART;0;2
918223010127.1;P.S.: MEDITERRANEO, 0 MADRID;PEND.INST.PART;0;5
918223050226.1;P.S.: POZO DEL TIO RAIMUNDO, 24 MADRID;NO PROGRAMABLE;0;3
918224010283.1;P.S.: RETAMA, 2 MADRID;NO PROGRAMABLE;0;
918224010321.1;RET.: CATALINA SUAREZ, 13 MADRID;PROGRAMADO;0;
918224020152.1;P.S.: CERRO MILANO, 571 MADRID;PEND.INST.PART;0;
918223020669.1;P.S.: TELLEZ, 30 MADRID;PEND.INST.PART;0;6
418419070303.1;P.S.: ENRIQUE URQUIJO, 90 MADRID;EJECUTADO;57;
918222110170.9;P.S.: JUAN CARREÑO DE MIRANDA, 1 MADRID;EJECUTADO;0;6
918223100144.1;P.S.: SOUTELO DE MONTES, 7 MADRID;PEND.INST.PART;0;8
918223120106.1;P.S.: CEUSTA SANT VICENTE, 38 MADRID;PEND.INST.PART;0;1
918224010203.1;P.S.: OROVILLA, 25 MADRID;PEND.INST.PART;0;1
918224020098.1;P.S.: AMALTEA, 2 MADRID;REPROGRAMADO;4;1
918224020299.1;P.S.: PEÑARANDA DE BRACAMONTE, 54 MADRID;PEND.INST.PART;0;
918223020395.9;P.S.: LUIS DE HOYOS SAINZ, 152 MADRID;EJECUTADO;119;
918222110028.1;P.S.: CARMEN, 9470 MADRID;PEND.INST.PART;0;4
918224020266.1;P.S.: SIERRA DE LA SOLANA, 3 MADRID;PEND.INST.PART;0;
918224010175.1;P.S.: LEONOR GONZALEZ, 1 MADRID;PEND.INST.PART;0;2
918224010448.1;RET.: JUANA DOÑA, 5 MADRID;NO PROGRAMABLE;0;2
918224020130.1;RET.: DESENGAÑO, 26 MADRID;NO PROGRAMABLE;0;
918223110148.2;P.S.: PIROTECNIA, 2 MADRID;PEND.INST.PART;0;3
918223060353.1;RET.: SANTA URSULA, 17 MADRID;NO PROGRAMABLE;0;
918224010043.4;P.S.: LOS ROSALES, 0015 MADRID;PEND.INST.PART;0;1
918224010162.1;P.S.: ALMONTE, 31 MADRID;PEND.INST.PART;0;1
918224010163.1;P.S.: CORRAL DE ALMAGUER, 19 MADRID;PEND.INST.PART;0;1
918224010165.1;P.S.: UZP0103 ENSANCHE VALLECAS, 277 MADRID;PEND.INST.PART;0;2
918224020151.1;P.S.: ENRIQUE URQUIJO, 111 MADRID;PEND.INST.PART;0;
918222080062.8;P.S.: PIRITA, 20 MADRID;EJECUTABLE;93;1
918224020187.1;RET.: LOPEZ GRASS, 21 MADRID;PROGRAMADO;0;
918223070109.1;P.S.: . MERCAMADRID NAVE A1, 0004 MADRID;REPROGRAMADO;10;3
918223070109.9;P.S.: . MERCAMADRID NAVE A1, 0004 MADRID;EJECUTABLE;10;3
918224020345.1;RET.: ARROYO FONTARRON, 71 MADRID;PROGRAMADO;0;
918224020397.1;P.S.: SIERRA DE ALQUIFE, 0012 MADRID;EJECUTABLE;0;1
918223070230.1;P.S.: RAYA, 13 MADRID;PROGRAMADO;10;3
918224010433.4;P.S.: BRUJAS, 28 MADRID;PROGRAMADO;10;
918223100016.1;RET.: JUAN NAVARRO, 18 MADRID;NO PROGRAMABLE;0;
918224010167.1;P.S.: UZP0103 ENSANCHE VALLECAS, 513 MADRID;PEND.INST.PART;0;1
918223100201.4;P.S.: HORMIGUERAS, 177 MADRID;PEND.INST.PART;0;1
918223110017.1;P.S.: MENDEZ ALVARO, 43 MADRID;PEND.INST.PART;0;1
918224020393.1;P.S.: IGUALDAD, 211 MADRID;NO PROGRAMABLE;0;
918222020337.1;P.F.: LOS ROSALES, 155 MADRID;REPROGRAMAR;7;14
918223120153.1;RET.: PICO DE LOS ARTILLEROS, 119 MADRID;NO PROGRAMABLE;0;
918224020247.1;P.S.: UZP0103 ENSANCHE VALLECAS, 2129 MADRID;PEND.INST.PART;0;3
918224020418.1;RET.: SANZ RASO, 36 MADRID;NO PROGRAMABLE;0;1
918224030070.1;P.S.: ASCENSION BIELSA, 15 MADRID;PEND.INST.PART;0;1
918223110163.1;P.S.: FELIPE II, 15 MADRID;EJECUTABLE;4;13
918224020378.1;P.S.: CAÑADA DEL SANTISIMO, 23 MADRID;NO PROGRAMABLE;0;1
918222110335.1;P.S.: JUAN CARREÑO DE MIRANDA, 1 MADRID;EJECUTADO;0;7
918222110335.9;P.S.: JUAN CARREÑO DE MIRANDA, 1 MADRID;STOP;0;7
918220050226.1;P.S.: VILLAVERDE A VALLECAS, 0 MADRID;PROGRAMADO;10;2
918220050226.9;P.S.: VILLAVERDE A VALLECAS, 0 MADRID;EJECUTABLE;10;2
918223060375.4;P.S.: BERROCAL, 0001 MADRID;EJECUTABLE;1;3
918224020356.1;P.S.: LOPEZ GRASS, 0029 MADRID;PEND.INST.PART;0;1
918224030150.1;P.S.: GOYA, 133 MADRID;NO PROGRAMABLE;0;
918223040310.4;P.S.: MALDONADAS, 9 MADRID;PEND.INST.PART;0;3
918224010369.1;RET.: TELLEZ, 2 MADRID;NO PROGRAMABLE;0;
